alpha,sigma,epsilon,replication,agent_0_reward,agent_1_reward,agent_2_reward,agent_3_reward,mean_reward,convergence_time,policy_key
0.4,0.8,0.25,0,-2.409511089324951,-1.2941229343414307,-0.6732138395309448,-1.0333082675933838,-1.3525390625,2.0,a0.4_s0.8_e0.25_r0
0.4,0.8,0.5,0,-0.8768316507339478,-0.6120375394821167,-1.4113852977752686,-1.973874568939209,-1.2185323238372803,2.0,a0.4_s0.8_e0.5_r0
0.4,0.8,0.75,0,-0.978872537612915,-1.7345954179763794,-2.9104223251342773,-3.778026580810547,-2.3504791259765625,2.0,a0.4_s0.8_e0.75_r0
0.4,0.8,1.0,0,-2.9480361938476562,-1.298736810684204,-4.4228515625,-2.0587611198425293,-2.682096481323242,1.75,a0.4_s0.8_e1.0_r0
0.4,1.0,0.0,0,-4.486547946929932,-2.5282325744628906,-2.4216995239257812,-1.7856875658035278,-2.805541753768921,2.0,a0.4_s1.0_e0.0_r0
0.4,1.0,0.25,0,-0.39101821184158325,-0.5092085599899292,-0.6987209320068359,-3.4787187576293945,-1.2694165706634521,2.0,a0.4_s1.0_e0.25_r0
0.4,1.0,0.5,0,-1.8248403072357178,-0.6601172685623169,-1.0734225511550903,-1.2613904476165771,-1.2049427032470703,2.0,a0.4_s1.0_e0.5_r0
0.4,1.0,0.75,0,-1.7514777183532715,-0.3410941958427429,-1.1145254373550415,-2.751819133758545,-1.4897291660308838,2.0,a0.4_s1.0_e0.75_r0
0.4,1.0,1.0,0,-1.4957128763198853,-0.4946698844432831,-0.5328717827796936,-1.322204351425171,-0.96136474609375,2.0,a0.4_s1.0_e1.0_r0
0.8,0.2,0.0,0,-0.12095984816551208,-0.41033560037612915,-0.45115911960601807,-0.35868388414382935,-0.33528459072113037,2.0,a0.8_s0.2_e0.0_r0
0.8,0.2,0.25,0,-0.3065981864929199,-0.2507828176021576,-0.306593120098114,-0.23041924834251404,-0.2735983431339264,2.0,a0.8_s0.2_e0.25_r0
0.8,0.2,0.5,0,-0.3231971263885498,-0.4235549569129944,-0.3412827253341675,-0.3588213324546814,-0.36171406507492065,1.75,a0.8_s0.2_e0.5_r0
0.8,0.2,0.75,0,-0.7403025031089783,-0.35420581698417664,-0.2666839063167572,-0.594762921333313,-0.4889887869358063,2.0,a0.8_s0.2_e0.75_r0
0.8,0.2,1.0,0,-0.7247354984283447,-0.5731834769248962,-0.4477244019508362,-0.4757310748100281,-0.5553436279296875,2.0,a0.8_s0.2_e1.0_r0
0.8,0.4,0.0,0,-1.4455811977386475,-1.7200255393981934,-1.6016077995300293,-2.706965923309326,-1.8685451745986938,2.0,a0.8_s0.4_e0.0_r0
0.8,0.4,0.25,0,-0.4542466402053833,-0.7920613288879395,-0.6245777606964111,-0.7992469072341919,-0.6675331592559814,2.0,a0.8_s0.4_e0.25_r0
0.8,0.4,0.5,0,-0.4373580813407898,-0.38037043809890747,-0.5775254964828491,-0.7385604977607727,-0.533453643321991,2.0,a0.8_s0.4_e0.5_r0
0.8,0.4,0.75,0,-0.29302990436553955,-0.5462652444839478,-0.4063704013824463,-0.2521122694015503,-0.37444445490837097,2.0,a0.8_s0.4_e0.75_r0
0.8,0.4,1.0,0,-0.8170157670974731,-0.40066221356391907,-0.48071885108947754,-0.31189262866973877,-0.5025723576545715,2.0,a0.8_s0.4_e1.0_r0
0.8,0.6,0.0,0,-1.7226142883300781,-1.2117217779159546,-1.6215136051177979,-1.6691102981567383,-1.5562400817871094,2.0,a0.8_s0.6_e0.0_r0
0.8,0.6,0.25,0,-3.2345407009124756,-4.153508186340332,-3.7354087829589844,-2.415286064147949,-3.38468599319458,2.0,a0.8_s0.6_e0.25_r0
0.8,0.6,0.5,0,-1.7562696933746338,-1.3154786825180054,-1.2671730518341064,-1.0209697484970093,-1.3399728536605835,2.0,a0.8_s0.6_e0.5_r0
0.8,0.6,0.75,0,-0.865932047367096,-1.1131829023361206,-0.975557267665863,-0.7701930999755859,-0.9312163591384888,2.0,a0.8_s0.6_e0.75_r0
0.8,0.6,1.0,0,-6.05211067199707,-5.852654457092285,-5.461305618286133,-4.766582489013672,-5.533163070678711,2.0,a0.8_s0.6_e1.0_r0
0.8,0.8,0.0,0,-1.8481473922729492,-1.7173171043395996,-1.1287181377410889,-1.6203498840332031,-1.5786330699920654,2.0,a0.8_s0.8_e0.0_r0
0.8,0.8,0.25,0,-1.4301633834838867,-1.4923807382583618,-1.0783236026763916,-1.8276212215423584,-1.4571223258972168,2.0,a0.8_s0.8_e0.25_r0
0.8,0.8,0.5,0,-2.3205759525299072,-2.988497495651245,-2.534363269805908,-2.9653851985931396,-2.7022054195404053,2.0,a0.8_s0.8_e0.5_r0
0.8,0.8,0.75,0,-3.259296417236328,-3.884063243865967,-3.658341884613037,-3.6242928504943848,-3.6064987182617188,2.0,a0.8_s0.8_e0.75_r0
0.8,0.8,1.0,0,-3.819528341293335,-1.0963459014892578,-2.8598790168762207,-1.3692705631256104,-2.2862560749053955,2.0,a0.8_s0.8_e1.0_r0
0.8,1.0,0.0,0,-1.6331173181533813,-3.026599884033203,-1.9017555713653564,-1.8392002582550049,-2.100168228149414,2.0,a0.8_s1.0_e0.0_r0
0.8,1.0,0.25,0,-0.6153722405433655,-1.0468155145645142,-1.826314091682434,-0.628478467464447,-1.029245138168335,2.0,a0.8_s1.0_e0.25_r0
0.8,1.0,0.5,0,-2.8961291313171387,-2.1608664989471436,-3.458972930908203,-3.1390538215637207,-2.913755416870117,2.0,a0.8_s1.0_e0.5_r0
0.8,1.0,0.75,0,-1.8980592489242554,-2.1066126823425293,-2.4712047576904297,-1.645604133605957,-2.0303702354431152,1.75,a0.8_s1.0_e0.75_r0
0.8,1.0,1.0,0,-1.2377684116363525,-1.140479326248169,-1.0730162858963013,-0.614814281463623,-1.016519546508789,2.0,a0.8_s1.0_e1.0_r0
