alpha,sigma,epsilon,replication,episode,agent_0_reward,agent_1_reward,agent_2_reward,agent_3_reward,mean_reward
-0.8,0.2,0.0,0,90,-0.21777922,-0.1540069,-0.48612496,-0.19114569,-0.2622641921043396
-0.8,0.2,0.0,0,91,-0.21848375,-0.15480871,-0.48634267,-0.19180353,-0.26285967230796814
-0.8,0.2,0.0,0,92,-0.21784532,-0.154076,-0.48611003,-0.19119148,-0.26230570673942566
-0.8,0.2,0.0,0,93,-0.25625628,-0.18709335,-0.5418625,-0.24314797,-0.30709001421928406
-0.8,0.2,0.0,0,94,-0.21777922,-0.1540069,-0.48612496,-0.19114569,-0.2622641921043396
-0.8,0.2,0.0,0,95,-0.24306463,-0.17216939,-0.5250447,-0.22247913,-0.29068946838378906
-0.8,0.2,0.0,0,96,-0.22180563,-0.15805574,-0.4910686,-0.19622204,-0.2667880058288574
-0.8,0.2,0.0,0,97,-0.2450309,-0.17680809,-0.51740617,-0.21548563,-0.2886826992034912
-0.8,0.2,0.0,0,98,-0.40248752,-0.349525,-0.68659383,-0.38794822,-0.4566386342048645
-0.8,0.2,0.0,0,99,-0.27744222,-0.19573967,-0.57263297,-0.26226008,-0.32701873779296875
-0.8,0.2,0.0,1,0,-0.02745539,-0.05160476,-0.059671238,-0.029940173,-0.042167890816926956
-0.8,0.2,0.0,1,1,-0.010997052,-0.028031848,-0.04230952,-0.0199258,-0.025316055864095688
-0.8,0.2,0.0,1,2,-0.031056821,-0.05838574,-0.06498058,-0.032677546,-0.046775173395872116
-0.8,0.2,0.0,1,3,-0.100151256,-0.09446778,-0.118899494,-0.058561534,-0.0930200144648552
-0.8,0.2,0.0,1,4,-0.19694483,-0.17930248,-0.22342145,-0.09989563,-0.17489108443260193
-0.8,0.2,0.0,1,5,-0.14336114,-0.12406291,-0.16631877,-0.07352695,-0.12681743502616882
-0.8,0.2,0.0,1,6,-0.44754016,-0.37053093,-0.3861604,-0.22223824,-0.35661745071411133
-0.8,0.2,0.0,1,7,-0.044467602,-0.0592807,-0.07637297,-0.035034914,-0.05378904566168785
-0.8,0.2,0.0,1,8,-0.02189914,-0.03657367,-0.05353889,-0.02445199,-0.03411592170596123
-0.8,0.2,0.0,1,9,-0.21632318,-0.2022352,-0.22380371,-0.11439639,-0.1891896277666092
-0.8,0.2,0.0,1,10,-0.011972507,-0.02890851,-0.043521784,-0.020492451,-0.026223812252283096
-0.8,0.2,0.0,1,11,-0.071025565,-0.07671836,-0.09085742,-0.047557972,-0.07153982669115067
-0.8,0.2,0.0,1,12,-0.07873827,-0.07836492,-0.104181975,-0.04794633,-0.07730787992477417
-0.8,0.2,0.0,1,13,-0.02625713,-0.05127917,-0.059271768,-0.029375035,-0.04154577478766441
-0.8,0.2,0.0,1,14,-0.12970658,-0.12911133,-0.15664712,-0.07188452,-0.12183738499879837
-0.8,0.2,0.0,1,15,-0.07084752,-0.11643371,-0.11232145,-0.05816858,-0.08944281935691833
-0.8,0.2,0.0,1,16,-0.015116429,-0.030312758,-0.043411385,-0.022003861,-0.027711108326911926
-0.8,0.2,0.0,1,17,-0.19451702,-0.17373224,-0.20615327,-0.10061061,-0.16875328123569489
-0.8,0.2,0.0,1,18,-0.018069876,-0.039026514,-0.04975153,-0.024233053,-0.032770246267318726
-0.8,0.2,0.0,1,19,-0.098773606,-0.094109684,-0.12552284,-0.055950448,-0.09358914196491241
-0.8,0.2,0.0,1,20,-0.02067768,-0.034482203,-0.047279414,-0.02460466,-0.031760990619659424
-0.8,0.2,0.0,1,21,-0.05488638,-0.061324045,-0.07705034,-0.03989159,-0.0582880862057209
-0.8,0.2,0.0,1,22,-0.06469346,-0.066610955,-0.09276325,-0.041803867,-0.06646788120269775
-0.8,0.2,0.0,1,23,-0.04576014,-0.07996825,-0.081955135,-0.042359587,-0.06251078099012375
-0.8,0.2,0.0,1,24,-0.009866404,-0.026762672,-0.040695395,-0.019570358,-0.024223707616329193
-0.8,0.2,0.0,1,25,-0.049711835,-0.070306115,-0.07632515,-0.040895294,-0.05930959805846214
-0.8,0.2,0.0,1,26,-0.011153361,-0.027998483,-0.04159033,-0.01996101,-0.0251757949590683
-0.8,0.2,0.0,1,27,-0.020331027,-0.042402852,-0.052393537,-0.025681838,-0.03520231321454048
-0.8,0.2,0.0,1,28,-0.10708597,-0.10618956,-0.11380198,-0.06582875,-0.09822656214237213
-0.8,0.2,0.0,1,29,-0.009693285,-0.026389567,-0.0401796,-0.019352475,-0.023903731256723404
-0.8,0.2,0.0,1,30,-0.087085456,-0.085099295,-0.09643937,-0.055679206,-0.08107583224773407
-0.8,0.2,0.0,1,31,-0.035477918,-0.04651319,-0.06654413,-0.030082019,-0.04465431347489357
-0.8,0.2,0.0,1,32,-0.097560786,-0.09096078,-0.1245963,-0.05518307,-0.09207523614168167
-0.8,0.2,0.0,1,33,-0.0105575705,-0.027377954,-0.041229773,-0.01989522,-0.024765128269791603
-0.8,0.2,0.0,1,34,-0.01029797,-0.027323158,-0.04143679,-0.01977266,-0.024707645177841187
-0.8,0.2,0.0,1,35,-0.022479154,-0.03867452,-0.05000412,-0.025553064,-0.034177713096141815
-0.8,0.2,0.0,1,36,-0.009955103,-0.026818376,-0.040422253,-0.019377472,-0.02414330095052719
-0.8,0.2,0.0,1,37,-0.024924327,-0.040273495,-0.05355488,-0.026328435,-0.03627028316259384
-0.8,0.2,0.0,1,38,-0.038195595,-0.059729256,-0.06685276,-0.03503499,-0.049953147768974304
-0.8,0.2,0.0,1,39,-0.009751127,-0.02645195,-0.040287253,-0.019479956,-0.023992571979761124
-0.8,0.2,0.0,1,40,-0.023971781,-0.04783281,-0.05665815,-0.028038578,-0.03912532702088356
-0.8,0.2,0.0,1,41,-0.02904669,-0.041415438,-0.053459886,-0.028299933,-0.03805548697710037
-0.8,0.2,0.0,1,42,-0.09749872,-0.09039505,-0.123838045,-0.055100333,-0.09170803427696228
-0.8,0.2,0.0,1,43,-0.009773314,-0.026481159,-0.04031973,-0.01950896,-0.024020791053771973
-0.8,0.2,0.0,1,44,-0.009773314,-0.026481159,-0.04031973,-0.01950896,-0.024020791053771973
-0.8,0.2,0.0,1,45,-0.011978366,-0.027997596,-0.041363303,-0.020537136,-0.0254691019654274
-0.8,0.2,0.0,1,46,-0.009773314,-0.026481159,-0.04031973,-0.01950896,-0.024020791053771973
-0.8,0.2,0.0,1,47,-0.09070798,-0.10790481,-0.110500745,-0.061628092,-0.09268540889024734
-0.8,0.2,0.0,1,48,-0.039932773,-0.055454616,-0.07199494,-0.033023242,-0.0501013919711113
-0.8,0.2,0.0,1,49,-0.07010645,-0.073304914,-0.08932578,-0.046948463,-0.06992140412330627
-0.8,0.2,0.0,1,50,-0.028776014,-0.053592756,-0.061027385,-0.03085264,-0.04356219992041588
-0.8,0.2,0.0,1,51,-0.016478093,-0.034622416,-0.048228413,-0.022524118,-0.030463259667158127
-0.8,0.2,0.0,1,52,-0.017890302,-0.036181685,-0.048416372,-0.02343832,-0.03148166835308075
-0.8,0.2,0.0,1,53,-0.02352031,-0.036851052,-0.049594305,-0.025825439,-0.03394777700304985
-0.8,0.2,0.0,1,54,-0.010269156,-0.02678251,-0.040412325,-0.019739278,-0.024300817400217056
-0.8,0.2,0.0,1,55,-0.009773314,-0.026481159,-0.04031973,-0.01950896,-0.024020791053771973
-0.8,0.2,0.0,1,56,-0.030498989,-0.05769485,-0.06472196,-0.032281652,-0.04629936069250107
-0.8,0.2,0.0,1,57,-0.098794796,-0.14225174,-0.14061317,-0.07077976,-0.11310987174510956
-0.8,0.2,0.0,1,58,-0.070715815,-0.07234189,-0.083317585,-0.04801311,-0.06859710067510605
-0.8,0.2,0.0,1,59,-0.011741909,-0.027825883,-0.04121879,-0.020426676,-0.025303315371274948
-0.8,0.2,0.0,1,60,-0.057375573,-0.09749699,-0.096369535,-0.049464196,-0.07517657428979874
-0.8,0.2,0.0,1,61,-0.057993595,-0.09849493,-0.09664256,-0.05036168,-0.07587319612503052
-0.8,0.2,0.0,1,62,-0.05607534,-0.074742824,-0.08896078,-0.041036952,-0.06520397216081619
-0.8,0.2,0.0,1,63,-0.091685444,-0.095050775,-0.115599096,-0.055825066,-0.08954009413719177
-0.8,0.2,0.0,1,64,-0.07860558,-0.08807682,-0.10953107,-0.050199196,-0.08160316944122314
-0.8,0.2,0.0,1,65,-0.049101382,-0.08334375,-0.0846026,-0.044178043,-0.06530643999576569
-0.8,0.2,0.0,1,66,-0.009773314,-0.026481159,-0.04031973,-0.01950896,-0.024020791053771973
-0.8,0.2,0.0,1,67,-0.13339955,-0.13343881,-0.15053555,-0.07697799,-0.12358798086643219
-0.8,0.2,0.0,1,68,-0.094794884,-0.09218832,-0.10969029,-0.057361618,-0.08850876986980438
-0.8,0.2,0.0,1,69,-0.04297573,-0.05815875,-0.06716332,-0.03600036,-0.05107453837990761
-0.8,0.2,0.0,1,70,-0.15984565,-0.16990043,-0.17716502,-0.09342309,-0.1500835418701172
-0.8,0.2,0.0,1,71,-0.016874043,-0.032651335,-0.04752594,-0.02263596,-0.029921820387244225
-0.8,0.2,0.0,1,72,-0.1596458,-0.14049277,-0.14934969,-0.089593604,-0.134770467877388
-0.8,0.2,0.0,1,73,-0.054952838,-0.09385194,-0.09292508,-0.048370644,-0.07252512872219086
-0.8,0.2,0.0,1,74,-0.031252816,-0.043365594,-0.06242848,-0.02836016,-0.04135176166892052
-0.8,0.2,0.0,1,75,-0.14089516,-0.1392128,-0.1442539,-0.08333256,-0.126923605799675
-0.8,0.2,0.0,1,76,-0.08377251,-0.117364295,-0.11366576,-0.06146499,-0.09406688809394836
-0.8,0.2,0.0,1,77,-0.020518668,-0.0343624,-0.047166716,-0.024530282,-0.031644515693187714
-0.8,0.2,0.0,1,78,-0.070400655,-0.0877143,-0.101814985,-0.048965316,-0.07722381502389908
-0.8,0.2,0.0,1,79,-0.019764325,-0.03379443,-0.046633374,-0.02417745,-0.031092394143342972
-0.8,0.2,0.0,1,80,-0.009929588,-0.02656173,-0.040297292,-0.019581227,-0.024092460051178932
-0.8,0.2,0.0,1,81,-0.05400532,-0.0650662,-0.07444843,-0.04081741,-0.058584339916706085
-0.8,0.2,0.0,1,82,-0.009773314,-0.026481159,-0.04031973,-0.01950896,-0.024020791053771973
-0.8,0.2,0.0,1,83,-0.009773314,-0.026481159,-0.04031973,-0.01950896,-0.024020791053771973
-0.8,0.2,0.0,1,84,-0.20157318,-0.17600551,-0.20743664,-0.10363745,-0.172163188457489
-0.8,0.2,0.0,1,85,-0.016652863,-0.031455446,-0.044369597,-0.02256753,-0.028761357069015503
-0.8,0.2,0.0,1,86,-0.01970203,-0.04146401,-0.051657986,-0.025277441,-0.03452536463737488
-0.8,0.2,0.0,1,87,-0.16355194,-0.20011711,-0.18979609,-0.10481365,-0.164569690823555
-0.8,0.2,0.0,1,88,-0.009773314,-0.026481159,-0.04031973,-0.01950896,-0.024020791053771973
-0.8,0.2,0.0,1,89,-0.05478613,-0.07070493,-0.08514049,-0.040824227,-0.06286394596099854
-0.8,0.2,0.0,1,90,-0.014570144,-0.030162275,-0.04342967,-0.021768203,-0.027482572942972183
-0.8,0.2,0.0,1,91,-0.02417826,-0.043414474,-0.053354427,-0.027082572,-0.03700743243098259
-0.8,0.2,0.0,1,92,-0.02287386,-0.03725974,-0.053520843,-0.024894606,-0.03463726118206978
-0.8,0.2,0.0,1,93,-0.009773314,-0.026481159,-0.04031973,-0.01950896,-0.024020791053771973
-0.8,0.2,0.0,1,94,-0.078283705,-0.109649986,-0.10896021,-0.058804072,-0.08892448991537094
-0.8,0.2,0.0,1,95,-0.069646366,-0.07982161,-0.08774815,-0.04879414,-0.07150256633758545
-0.8,0.2,0.0,1,96,-0.1184343,-0.115291856,-0.13885647,-0.06701913,-0.10990043729543686
-0.8,0.2,0.0,1,97,-0.03402203,-0.06289258,-0.06829486,-0.034258462,-0.04986698180437088
-0.8,0.2,0.0,1,98,-0.08620354,-0.08558392,-0.096148826,-0.055022765,-0.08073976635932922
-0.8,0.2,0.0,1,99,-0.010831169,-0.028161861,-0.04138683,-0.019805528,-0.025046346709132195
