alpha,sigma,epsilon,friction,reward_gap,convergence_time,policy_variance,pareto_inefficiency
0.8,0.2,1.0,0.22222222222222224,0.6665293157100678,1200.0,0.027792276814579964,0.6310968811313311
0.8,0.4,0.0,0.22222222222222224,0.8485333283742269,1200.0,0.03497358411550522,1.1384171127031246
0.8,0.4,0.25,0.2777777777777778,1.3180253644784292,1200.0,0.03244626522064209,1.52324029703935
0.8,0.4,0.5,0.33333333333333337,1.1415374418099722,1200.0,0.03462006151676178,1.3055594528714816
0.8,0.4,0.75,0.3888888888888889,1.2717274318138758,1200.0,0.03653118386864662,1.6323469604055088
0.8,0.4,1.0,0.4444444444444445,0.9328046242396036,1200.0,0.02780872769653797,0.9446821639935176
0.8,0.6,0.0,0.3333333333333333,1.3786180168390274,1200.0,0.05018366500735283,1.5637456094225248
0.8,0.6,0.25,0.41666666666666663,1.3832665503025054,1200.0,0.03763623163104057,1.9020491341749828
0.8,0.6,0.5,0.49999999999999994,1.7147969404856365,1200.0,0.03206381946802139,2.1201199839512506
0.8,0.6,0.75,0.5833333333333334,1.5679844001928964,1200.0,0.04109908640384674,1.9054504588246346
0.8,0.6,1.0,0.6666666666666666,2.0666991929213205,1200.0,0.03317681699991226,2.7172044068574905
0.8,0.8,0.0,0.4444444444444445,1.8253792574008305,1200.0,0.053548287600278854,2.9029275213678676
0.8,0.8,0.25,0.5555555555555556,1.9931568721930186,1186.6666666666667,0.043680932372808456,2.0973371267318726
0.8,0.8,0.5,0.6666666666666667,2.1057611803213754,1200.0,0.04711737856268883,2.5701134790976843
0.8,0.8,0.75,0.7777777777777778,2.1969567676385244,1195.0,0.0450601726770401,2.4656290580828983
0.8,0.8,1.0,0.888888888888889,2.3962549249331158,1200.0,0.03238987177610397,2.993936518828074
0.8,1.0,0.0,0.5555555555555556,2.1602839390436808,1193.3333333333333,0.05553251877427101,2.987574667731921
0.8,1.0,0.25,0.6944444444444444,2.8432567358016967,1200.0,0.05853082984685898,3.2198428268233936
0.8,1.0,0.5,0.8333333333333333,2.328401643037796,1200.0,0.04654041677713394,2.2387486159801484
0.8,1.0,0.75,0.9722222222222222,3.0979881167411802,1200.0,0.04367357864975929,4.277705959479014
0.8,1.0,1.0,1.1111111111111112,2.4853952209154766,1200.0,0.04337557405233383,2.9774741853276887
